,location
7701,Mysore Road
7702,Thanisandra
7703,7th Phase JP Nagar
7704,Hoysalanagar
7705,Battarahalli
7706,Kundalahalli
7707,Whitefield
7708,Yelahanka
7709,Chikkabanavar
7710,Abbaiah Reddy Layout
7711,Tavarekere
7712,Budigere
7713,Hennur Road
7714,Nagavara
7715,1st Block HRBR Layout
7716,Whitefield
7717,Thanisandra
7718,Sarjapur  Road
7719,Indira Nagar
7720,Naganathapura
7721,Tavarekere
7722,Indira Nagar
7723,JP Nagar
7724,KG Halli
7725,Balagere
7726,Kanakpura Road
7727,Cubbon Road
7728,Hennur Road
7729,Lavelle Road
7730,Varanasi
7731,Geddalahalli
7732,Marathahalli
7733,Kudlu Gate
7734,Kada Agrahara
7735,Whitefield
7736,Dodsworth Layout
7737,Kadugodi
7738,Subramanyapura
7739,Whitefield
7740,Old Madras Road
7741,Bellandur
7742,Hosur Road
7743,Green Glen Layout
7744,Veerabhadra Nagar
7745,Thanisandra
7746,8th Phase JP Nagar
7747,Thanisandra
7748,Kalkere
7749,Basavangudi
7750,Konanakunte
7751,Thanisandra
7752,Bommanahalli
7753,Ramamurthy Nagar Extension
7754,Electronic City Phase II
7755,Anekal
7756,Hebbal
7757,Maruthi Nagar
7758,Vidhyanagar Cross
7759,Thanisandra
7760,Varthur
7761,Gottigere
7762,NRI Layout
7763,Hennur Road
7764,7th Block Jayanagar
7765,Hebbal
7766,7th Phase JP Nagar
7767, Devarachikkanahalli
7768,Thanisandra
7769,Devanahalli
7770,Bellari Road
7771,Kundalahalli
7772,Hennur
7773,Channasandra
7774,Hegde Nagar
7775,1st Stage Indira Nagar
7776,Bellandur
7777,Hegde Nagar
7778,Kengeri
7779,Electronic City
7780,Budigere
7781,Sunder Ram Shetty Nagar
7782,Tindlu
7783,6th Block Jayanagar
7784,Jigani
7785,Haralur Road
7786,Thanisandra
7787,Whitefield
7788,Sahakara Nagar
7789,Rajaji Nagar
7790,Kaikondrahalli
7791,Hennur Road
7792,Marathahalli
7793,Marathahalli
7794,Hennur Road
7795,Kanakpura Road
7796,Kammasandra
7797,Begur Road
7798,Marathahalli
7799,Electronic City Phase II
7800,Kadarenahalli
7801,Kasavanhalli
7802,Hebbal
7803,Old Madras Road
7804,Raja Rajeshwari Nagar
7805,Punappa Layout
7806,Thigalarapalya
7807,Kaggadasapura
7808,Chamrajpet
7809,Budigere
7810,Gubbalala
7811,KR Puram
7812,Hosa Road
7813,GM Palaya
7814,Kenchenahalli
7815,Dasarahalli
7816,Old Madras Road
7817,Pampa Extension
7818,Bommasandra Industrial Area
7819,Lavelle Road
7820,4th Block Koramangala
7821,Hebbal
7822,Hoodi
7823,Whitefield
7824, Sector 1 HSR Layout
7825,Electronic City
7826,Balaji Gardens Layout
7827,Begur Road
7828,Kogilu
7829,Banaswadi
7830,Gottigere
7831,Akshaya Nagar
7832,Hegde Nagar
7833,Hulimavu
7834,Whitefield
7835,Sarjapur  Road
7836,ISRO Layout
7837,Hebbal
7838,2nd Stage Nagarbhavi
7839,Harlur
7840,Hoysalanagar
7841,Billekahalli
7842,Whitefield
7843,Whitefield
7844,Raja Rajeshwari Nagar
7845,Kodihalli
7846,Babusapalaya
7847,Kodichikkanahalli
7848,CV Raman Nagar
7849,Ilyas Nagar
7850,Tumkur Road
7851,Koramangala Industrial Layout
7852,Gubbalala
7853,Whitefield
7854,Battarahalli
7855,Whitefield
7856,Banaswadi
7857,Thanisandra
7858,Kanakpura Road
7859,Ramamurthy Nagar
7860,Basaveswarnagar
7861,Iblur Village
7862,Yelahanka
7863,Gottigere
7864,Electronic City Phase II
7865,Indira Nagar
7866,Sonnenahalli
7867,Whitefield
7868,Kallumantapa
7869,Vaishnavi Layout
7870,7th Phase JP Nagar
7871,Jaymahal Road
7872,Naganathapura
7873,Suraksha Nagar
7874,"Off Sarjapur Road, "
7875,Electronics City Phase 1
7876,Nagarbhavi Garden Villas Layout
7877,Nagarbhavi
7878,Mico Layout
7879,Marathahalli
7880,BTM 2nd Stage
7881,Rajarajeshwari Nagara
7882,Whitefield
7883,Vasanth nagar
7884,Agrahara Dasarahalli
7885,Bannerghatta Road
7886,Basaveshwara Nagar
7887,Prithvi Layout
7888,Varthur Road
7889,B Narayanapura
7890,T R Mill Road
7891,Singasandra
7892,Victoria Layout
7893,Kasavanhalli
7894,Whitefield
7895,Indira Nagar
7896,Sarjapur  Road
7897,Old Madras Road
7898,ITPL
7899,Bommasandra
7900,Whitefield
7901,Ananth Nagar
7902,Varthur
7903,Kaggadasapura
7904,CV Raman Nagar
7905,Hormavu
7906,Nagarbhavi
7907,Sahakara Nagar
7908,Sanne Amanikere
7909,Hosa Road
7910,Banashankari Stage VI
7911,CV Raman Nagar
7912,Indira Nagar Stage 2
7913,Kanakpura Road
7914,Somasundara Palya
7915,Hommadevanahalli
7916,Varthur
7917,BTM Layout 2nd Stage 1st Phase
7918,Hebbal
7919,Tunganagara
7920,Abbigere
7921,Sarjapur  Road
7922,Koramangala
7923,Koramangala
7924,Haralur Road
7925,Kasavanhalli
7926,Doddakannelli
7927,Billekahalli
7928,T C Palya main Road
7929,8th Phase JP Nagar
7930,Kalena Agrahara
7931,Hoodi
7932,Sarjapur
7933,Whitefield
7934,Vishwapriya Nagar
7935,Vidyaranyapura
7936,Koramangala
7937,Banashankari Stage V
7938,Jalahalli
7939,Lake City
7940,Whitefield
7941,Vittal Nagar
7942,Old Madras Road
7943,Nagavara
7944,Sahakara Nagar
7945,Ulsoor
7946,Bellandur
7947,JP Nagar
7948,Electronic City
7949,Padmanabhanagar
7950,Hebbal
7951,Horamavu Agara
7952,Hebbal
7953,Kodigehalli
7954,Haralur Road
7955,Akshaya Nagar
7956,Bannerghatta Road
7957,Uttarahalli
7958,R.T. Nagar
7959,Subramanyapura
7960,Bisuvanahalli
7961,Hegde Nagar
7962,Sarjapur
7963,Richards Town
7964,Panathur
7965,Gunjur
7966,Sahakara Nagar
7967,Bellandur
7968,Sarjapur  Road
7969,Talaghattapura
7970,R.T. Nagar
7971,Rajaji Nagar
7972,Jakkur
7973,Whitefield
7974,Kasavanhalli
7975,Bagalur
7976,Jeevan bima nagar
7977,Singasandra
7978,Electronic City
7979,1 Immadihalli
7980,RMV Extension Stage 2
7981,Marathahalli
7982,Hulimavu
7983,Electronic City
7984,Sarjapur  Road
7985,Devi Nagar
7986,4th Block Koramangala
7987,BTM Layout
7988,"JP Nagar 7th Phase, "
7989,Ambedkar Nagar
7990,Uttarahalli
7991,Mico Layout
7992,Sampigehalli
7993,HAL 2nd Stage
7994,Jakkur
7995,Domlur
7996,Hennur Bande
7997,ITPL
7998,Kamakshipalya
7999,Navodaya Nagar
8000,Thanisandra
8001,Padmanabhanagar
8002,Kasavanhalli
8003,Bellandur
8004,Sarjapur  Road
8005,Kumaraswami Layout
8006,Pattanagere
8007,Karuna Nagar
8008,2nd Stage Nagarbhavi
8009,B Narayanapura
8010,Attibele
8011,Bannerghatta Road
8012,Ramamurthy Nagar
8013,Sector 7 HSR Layout
8014,Doddanakundi Industrial Area 2
8015,Kothanur
8016,Kumara Park
8017,Whitefield
8018,Kengeri
8019,Mahadevpura
8020,Jakkur
8021,Guni Agrahara
8022,Mysore Road
8023,Devanahalli
8024,AECS Layout
8025,Shankarapuram
8026,Bisuvanahalli
8027,Shetty Halli
8028,Electronic City
8029,Bisuvanahalli
8030,AGB Layout
8031,2nd Stage Arekere Mico Layout
8032,Subramanyapura
8033,Thigalarapalya
8034,Talaghattapura
8035,Banashankari Stage VI
8036,Thanisandra
8037,Dommasandra
8038,Thigalarapalya
8039,Bellandur
8040,Sarjapur  Road
8041,Ramagondanahalli
8042,Electronic City
8043,Kalena Agrahara
8044,CV Raman Nagar
8045,Bommasandra
8046,Judicial Layout
8047,Thanisandra
8048,Panathur
8049,Bannerghatta Road
8050,Raja Rajeshwari Nagar
8051,Bidrahalli
8052,Electronics City Phase 1
8053,Uttarahalli
8054,Magadi Road
8055,Budigere
8056,Jakkur
8057,Choodasandra
8058,Chinnapanahalli
8059,Hegde Nagar
8060,Bilal Nagar
8061,Banashankari
8062,Hormavu
8063,Bannerghatta Road
8064,Koramangala
8065,Thanisandra
8066,Margondanahalli
8067,NGR Layout
8068,Amruthahalli
8069,Panathur
8070,Bannerghatta Road
8071,Krishna Nagar
8072,Hosur Road
8073,Thanisandra
8074,Sarjapur  Road
8075,Benson Town
8076,Rajaji Nagar
8077,Banjara Layout
8078,Kanakapura Main Road
8079,Harlur
8080,Raja Rajeshwari Nagar
8081,Nagarbhavi
8082,Sarjapur  Road
8083,Bommanahalli
8084,Akshaya Nagar
8085,Banashankari
8086,7th Phase JP Nagar
8087,Electronics City Phase 1
8088,Electronics City Phase 1
8089,Palanahalli
8090,Channasandra
8091,Electronic City
8092,Hebbal
8093,Suryanagar
8094,Vijayanagar
8095,NGR Layout
8096,Nanjappa Layout
8097,Konanakunte
8098,Banagiri Nagar
8099,Kothannur
8100,CV Raman Nagar
8101,2nd Stage Arekere Mico Layout
8102,Gunjur
8103,Yelahanka
8104,Vittasandra
8105,Electronic City Phase II
8106,Wilson Garden
8107,Mahalakshmi Layout
8108,Vittasandra
8109,Kengeri
8110,Rachenahalli
8111,Indira Nagar
8112,Uttarahalli
8113,Rajaji Nagar
8114,Sarjapur  Road
8115,Ambedkar Nagar
8116,Rajaji Nagar
8117,Duvasapalya
8118,Sarjapur
8119,R.T. Nagar
8120,Whitefield
8121,Hoskote
8122,Attibele
8123,Gubbalala
8124,Choodasandra
8125,BCMC Layout
8126,9th Phase JP Nagar
8127,Hosakerehalli
8128,Vishwapriya Layout
8129,Nehru Nagar
8130,Jnanabharathi Layout
8131,Haralur Road
8132,Kanakpura Road
8133,Padmanabhanagar
8134,Horamavu Agara
8135,Whitefield
8136,7th Phase JP Nagar
8137,Sarjapur  Road
8138,Kothanur
8139,Raja Rajeshwari Nagar
8140,Kanakpura Road
8141,Banashankari Stage V
8142,Hosakerehalli
8143,Pai Layout
8144,Haralur Road
8145,Banashankari Stage II
8146,Sarjapur  Road
8147,Horamavu Agara
8148,Udaya Nagar
8149,Laggere
8150,Raja Rajeshwari Nagar
8151,Hennur Road
8152,Hosakerehalli
8153,Bhoganhalli
8154,9th Block Jayanagar
8155,Sarjapur  Road
8156,KR Puram
8157,Banaswadi
8158,Old Airport Road
8159,Kathriguppe
8160,Whitefield
8161,Whitefield
8162,Kengeri Satellite Town Stage II
8163,Vasantha Vallabha Nagar
8164,Raja Rajeshwari Nagar
8165,Church Street
8166,Anekal
8167,8th Phase JP Nagar
8168,Thanisandra
8169,Nagarbhavi
8170,Srinivas Colony
8171,Sarjapur  Road
8172,Thubarahalli
8173,Sahakara Nagar
8174,Hennur Road
8175,Sarjapur  Road
8176,Hebbal
8177,Uday Nagar
8178,Ambedkar Nagar
8179,Varthur Road
8180,HSR Layout
8181,Mathikere
8182,Electronic City Phase II
8183,Shree Ananth Nagar Layout
8184,Hosa Road
8185,Kammanahalli
8186,Kamakshipalya
8187,Sarjapur  Road
8188,6th Phase JP Nagar
8189,Suddaguntepalya
8190,Hongasandra
8191,Hosur Road
8192,Marathahalli
8193,Chaitanya Ananya
8194,Shankarapuram
8195,Bellandur
8196,Uttarahalli
8197,Nagashetty Halli
8198,Lakshminarayana Pura
8199,Kadubeesanahalli
8200,EPIP Zone
8201,ISRO Layout
8202,Byrasandra Extension
8203,Babusapalaya
8204,Raja Rajeshwari Nagar
8205,Yelahanka New Town
8206,Gattahalli
8207,Uttarahalli
8208,Old Madras Road
8209,Raja Rajeshwari Nagar
8210,Arekere
8211,Devanahalli
8212,Outer Ring Road East
8213,Ramagondanahalli
8214,Sarjapur  Road
8215,Kaggadasapura
8216,Akshaya Nagar
8217,Thanisandra
8218,Mallathahalli
8219,Rajaji Nagar
8220,Richmond Town
8221,Sarjapur  Road
8222,Whitefield
8223,Rayasandra
8224,Kadubeesanahalli
8225,Iblur Village
8226,Kasavanhalli
8227,Yeshwanthpur
8228,Whitefield
8229,Whitefield
8230,manyata park
8231,Telecom Layout
8232,Banashankari
8233,7th Phase JP Nagar
8234,Whitefield
8235,Rachenahalli
8236,Budigere
8237,Sarjapur  Road
8238,Devanahalli
8239,Hoodi
8240,Thanisandra
8241,Binny Pete
8242,Alur
8243,Nelamangala
8244,Richmond Town
8245,Hebbal
8246,Ramagondanahalli
8247,Hulimavu
8248,Bikasipura
8249,Poorna Pragna Layout
8250,Hegde Nagar
8251,Devanahalli
8252,Somasundara Palya
8253,Richmond Town
8254,Electronic City
8255,Begur Road
8256,Haralur Road
8257,Mysore Road
8258,Brookefield
8259,Yelahanka
8260,Kudlu Gate
8261,Sarjapur  Road
8262,Kannamangala
8263,Hennur
8264,Electronic City
8265,Virupakshapura
8266,Keshava Nagar
8267,Budigere
8268, Devarachikkanahalli
8269,Hegde Nagar
8270,Attibele
8271,Benson Town
8272,Sarjapur
8273,V.V Puram
8274,Electronic City
8275,Kanakpura Road
8276,7th Phase JP Nagar
8277,Sri Sai Layout
8278,Gunjur
8279,Sector 2 HSR Layout
8280,Frazer Town
8281,Thanisandra main road
8282,Kalyan nagar
8283,Pattandur Agrahara
8284,Kanakpura Road
8285,Mallasandra
8286,Whitefield
8287,Banaswadi
8288,Devara Jeevanahalli
8289,Kanakpura Road
8290,Hennur
8291,Talaghattapura
8292,Yelachenahalli
8293,Hebbal Kempapura
8294,Hosur Road
8295,Chikkalasandra
8296,Bellandur
8297,Kanakpura Road
8298,Hennur Road
8299,1st Phase JP Nagar
8300,Electronic City
8301,Nagawara Junction
8302,Nagasandra
8303,Electronic City Phase II
8304,Begur Road
8305,Vishwanatha Nagenahalli
8306,Anekal
8307,TC Palaya
8308,Hennur
8309,Whitefield
8310,Suragajakkanahalli
8311,Sarjapur
8312,Tumkur Road
8313,Bommanahalli
8314,Gattigere
8315,SK Garden
8316,Gowdanapalya
8317,Mahadevpura
8318,Begur Road
8319,PNS Layout
8320,Venkatapura
8321,Electronic City Phase II
8322,Mathikere
8323,Haralur Road
8324,Harsha Layout
8325,Yelenahalli
8326,Bharathi Nagar
8327,Bommasandra Industrial Area
8328,Rajiv Nagar
8329,Dairy Circle
8330,7th Phase JP Nagar
8331,Kanakpura Road
8332,Sanjay nagar
8333,Begur Road
8334,1st Stage Indira Nagar
8335,Yarandahalli
8336,BTM 2nd Stage
8337,Electronic City
8338,Whitefield
8339,Rajiv Nagar
8340,Koramangala
8341,Kammanahalli
8342,Kacharakanahalli
8343,HBR Layout
8344,Electronic City Phase II
8345,Whitefield
8346,Bhoganhalli
8347,Ashwath Nagar
8348,Sahakara Nagar
8349,Electronic City
8350,Ananth Nagar
8351,Whitefield
8352,KR Puram
8353,Kengeri Satellite Town
8354,Kalyan nagar
8355,Kengeri
8356,Hennur Road
8357,OMBR Layout
8358,Balagere
8359,Marathahalli
8360,Subramanyapura
8361,Haralur Road
8362,Kanaka Nagar
8363,Old Madras Road
8364,Jakkasandra Extension
8365,Poorna Pragna Layout
8366,Hormavu
8367,Frazer Town
8368,Seegehalli
8369,Nagasandra
8370,Horamavu Agara
8371,Whitefield
8372,Nagashetty Halli
8373,Sarjapur
8374,Tigalarpalya
8375,Murugeshpalya
8376,Sarjapur  Road
8377,Badavala Nagar
8378,Thomas Town
8379,Kothannur
8380,"Electronic city Phase 1, "
8381,Balagere
8382,TC Palaya
8383,Kadugodi
8384,Amruthahalli
8385, Banaswadi
8386,Sarjapur  Road
8387,Thigalarapalya
8388,Horamavu Agara
8389,Kogilu
8390,Malleshwaram
8391,Kengeri
8392,Mysore Road
8393,Hebbal Kempapura
8394,Chikka Tirupathi
8395,Sarjapur  Road
8396,Hosur Road
8397,Bisuvanahalli
8398,Bannerghatta Road
8399,Hennur
8400,Channasandra
8401,Kodichikkanahalli
8402,Uttarahalli
8403,Sector 1 HSR Layout
8404,Naidu Layout
8405,Whitefield
8406,Sugama Layout
8407,Hormavu
8408,1st Block Koramangala
8409,Indira Nagar
8410,6th Phase JP Nagar
8411,Hoskote
8412,BTM 2nd Stage
8413,Kothannur
8414,Bhoganhalli
8415,Sarjapur  Road
8416,Kada Agrahara
8417,Hongasandra
8418,Electronic City
8419,Kanakpura Road
8420,Thigalarapalya
8421,Haralur Road
8422,Hebbal
8423,Banashankari Stage V
8424,KR Puram
8425,Kammanahalli
8426,Yelahanka
8427,Singasandra
8428,Vishwanatha Nagenahalli
8429,Attibele
8430,Attibele
8431,Yeshwanthpur
8432,Kadubeesanahalli
8433,7th Phase JP Nagar
8434,Budigere
8435,Jalahalli
8436,Narayanapura
8437,Marathahalli
8438,Banashankari Stage III
8439,Sarjapur  Road
8440,Banashankari
8441,Kanakpura Road
8442,Kanakpura Road
8443,Chandapura
8444,Kodihalli
8445,Kanakpura Road
8446,Kaval Byrasandra
8447,Battarahalli
8448,Brookefield
8449,Iblur Village
8450,Hosa Road
8451,Thanisandra
8452,Cox Town
8453,Banashankari
8454,Raja Rajeshwari Nagar
8455,Behind Don Bosco Church
8456,Thanisandra
8457,Kanakpura Road
8458,Iblur Village
8459,Bagalur
8460,Seshadripuram
8461,Whitefield
8462,BHEL Layout
8463,Gollarapalya Hosahalli
8464,KR Puram
8465,Bannerghatta Road
8466,Banashankari Stage II
8467,Sarjapur  Road
8468,9th Phase JP Nagar
8469,Devara Jeevanahalli
8470,1st Block HBR Layout
8471,Uttarahalli
8472,Sarjapur
8473,Hennur Road
8474,Thanisandra main road
8475,Rajaji Nagar
8476,Balagere
8477,Hosa Road
8478,Sarjapur  Road
8479,Nagavara
8480,Immadihalli
8481,Shanthi Layout
8482,Electronics City Phase 1
8483,Kalena Agrahara
8484,CV Raman Nagar
8485,Thanisandra
8486,Whitefield
8487,Sarjapura - Attibele Road
8488,Kalkere
8489,Harlur
8490,Hennur Bande
8491,1st Phase JP Nagar
8492,Anugrah Layout
8493,Hoskote
8494,Hosahalli Extension
8495,Bellandur
8496,Akshaya Nagar
8497,1st Block Koramangala
8498,Karuna Nagar
8499,Hebbal
8500,Bhoganhalli
8501,Bandepalya
8502,Kanakpura Road
8503,Balagere
8504,Rachenahalli
8505,Panathur
8506,Sarjapur  Road
8507,1st Block Jayanagar
8508,Bellandur
8509,Sarjapur  Road
8510,Raja Rajeshwari Nagar
8511,Whitefield
8512,Kalkere
8513,Bethel Nagar
8514,Vittasandra
8515,Bellandur
8516,Electronic City
8517,Lingarajapuram
8518,Rachenahalli
8519,Yelahanka
8520,Parappana Agrahara
8521,Narayana Nagar 1st Block
8522,Kanakpura Road
8523,Kudlu Gate
8524,8th Phase JP Nagar
8525,Mahadevpura
8526,Kannamangala
8527,Attibele
8528,poornaprajna layout
8529,7th Phase JP Nagar
8530,Budigere
8531,Varthur Road
8532,Kumaraswami Layout
8533,Kadabagere
8534,OMBR Layout
8535,Gottigere
8536,Cambridge Layout
8537,BTM 4th Stage
8538,Kanakpura Road
8539,Nagavarapalya
8540,Jigani
8541,AMS Layout
8542,KR Garden
8543,Hoskote
8544,Yelahanka New Town
8545,BTM 1st Stage
8546,Dollars Colony
8547,Sarjapur  Road
8548,Hennur Road
8549,Jalahalli
8550,Annapurneshwari Nagar
8551,Banashankari
8552,Whitefield
8553,Electronic City
8554,Raja Rajeshwari Nagar
8555,OMBR Layout
8556,Thanisandra
8557,Whitefield
8558,Kengeri
8559,Akshaya Nagar
8560,7th Phase JP Nagar
8561,Ardendale
8562,Kundalahalli Colony
8563,Nagadevanahalli
8564,Sarjapur  Road
8565,Carmelaram
8566,Kaverappa Layout
8567,Hebbal
8568,Electronic City
8569,Whitefield
8570,Vijayanagar
8571,Bannerghatta Road
8572,Pattandur Agrahara
8573,Marathahalli
8574,Geddalahalli
8575,KR Puram
8576,HSR Layout
8577,Jakkur
8578,Bisuvanahalli
8579,Kereguddadahalli
8580,Whitefield
8581,Margondanahalli
8582,TC Palaya
8583,Badavala Nagar
8584,Bisuvanahalli
8585,Whitefield
8586,Kanakpura Road
8587,Whitefield
8588,Reliaable Tranquil Layout
8589,Kundalahalli
8590,Bhoganhalli
8591,Hoodi
8592,Sadashiva Nagar
8593,Garudachar Palya
8594,Chandapura
8595,Ramamurthy Nagar
8596,Marathahalli
8597,Nagarbhavi
8598,Haralur Road
8599,LB Shastri Nagar
8600,Poorna Pragna Layout
8601,R.T. Nagar
8602,Dommasandra
8603,Electronic City Phase II
8604,Uttarahalli
8605,Basavanagara
8606,Shanti Nagar
8607,Kanakpura Road
8608,JP Nagar
8609,Bagalur
8610,Cunningham Road
8611,Whitefield
8612,Jakkur
8613,BSM Extension
8614,Somanna Garden
8615,Kanakpura Road
8616,Munivenkatppa Layout
8617,RPC layout
8618,Akshaya Nagar
8619,Uttarahalli
8620,Whitefield
8621,Anekal
8622,Yeshwanthpur
8623,Kodichikkanahalli
8624,Kanakpura Road
8625,1st Phase JP Nagar
8626,Raja Rajeshwari Nagar
8627,Kenchenahalli
8628,Lingadheeranahalli
8629,"HSR Layout 7th sector, "
8630,Sarjapur  Road
8631,Abbigere
8632,Talaghattapura
8633,Bettadasanapura
8634,Hennur
8635,Gokula Extension
8636,Neeladri Nagar
8637,Weavers Colony
8638,Vidyaranyapura
8639,Kodathi
8640,Vijayanagar
8641,Sanjay nagar
8642,Kanakpura Road
8643,Ananth Nagar
8644,Kaval Byrasandra
8645,Cunningham Road
8646,Thigalarapalya
8647,Channasandra
8648,Marathahalli
8649,Talaghattapura
8650,Kanakpura Road
8651,Raja Rajeshwari Nagar
8652,Thanisandra
8653,Doddaballapur
8654,Thigalarapalya
8655,Rajaji Nagar
8656,Kanakapura
8657,A Narayanapura
8658,Rachenahalli
8659,"Judicial Layout, Kanakapura Road, "
8660,TC Palaya
8661,Yelahanka
8662,Ankappa Layout
8663,Hebbal Kempapura
8664,Yelachenahalli
8665,Kogilu
8666,Amruthnagar
8667,HSR Layout
8668,Gattahalli
8669,Bellandur
8670,Yelahanka New Town
8671,HOSUR MAIN ROAD
8672,Whitefield
8673,Sahakara Nagar
8674,Gulimangala
8675,Kithaganur
8676,Rajaji Nagar
8677,Yelenahalli
8678,Nagavara
8679,9th Phase JP Nagar
8680,HAL 2nd Stage
8681,Chikkalasandra
8682,Yemlur
8683,Koramangala
8684,Indira Nagar
8685,8th Phase JP Nagar
8686,Old Airport Road
8687,Addischetan Layout
8688,Basavanagara
8689,Stage-4 Bommanahalli
8690,Whitefield
8691,Balagere
8692,Ananth Nagar
8693,Kallumantapa
8694,Uttarahalli
8695,Gollarapalya Hosahalli
8696,Vimanapura
8697,NRI Layout
8698,Hennur
8699,Sadaramangala
8700,Haralur Road
8701,Whitefield
8702,Konena Agrahara
8703,Mysore Road
8704,Indira Nagar
8705,Rayasandra
8706,Whitefield
8707,Jakkur Plantation
8708,Harlur
8709,Hosa Road
8710,Hanumanth Nagar
8711,Chikkalasandra
8712,Electronics City Phase 1
8713,Hosa Road
8714,Bommanahalli
8715,CV Raman Nagar
8716,Raghavendra Layout
8717,Varsova Layout
8718,Munnekollal
8719,Chikka Tirupathi
8720,Thirumenahalli
8721,Yelahanka
8722,Richards Town
8723,Hennur Road
8724,Varthur Road
8725,Attibele
8726,Bhattarahalli
8727,Raja Rajeshwari Nagar
8728,Chikkalasandra
8729,Kasturi Nagar
8730,Srirampura
8731,EPIP Zone
8732,Raja Rajeshwari Nagar 5th Stage
8733,Kanakpura Road
8734,Electronics City Phase 1
8735,Pai Layout
8736,Haralur Road
8737,Uttarahalli
8738,Kanakpura Road
8739,Raghavendra Layout
8740,Byadarahalli
8741,Anandapura
8742,JP Nagar
8743,Nayandanahalli
8744,HAL 2nd Stage
8745,Kudlu Gate
8746,Panathur
8747,Sarjapur
8748,Mahalakshmi Layout
8749,Yeshwanthpur
8750,RMV Extension
8751,Dodda Nekkundi
8752,Narayanapura
8753,Akshaya Nagar
8754,Kannamangala
8755,Kanakpura Road
8756,Padmanabhanagar
8757,ISRO Layout
8758,Electronics City Phase 1
8759,Budigere
8760,Begur Road
8761,Anjanapura
8762,Kurubarahalli
8763,Nagappa Reddy Layout
8764,Yeshwanthpur
8765,Margondanahalli
8766,Arehalli
8767,Old Madras Road
8768,Hosur Road
8769,Kodihalli
8770,Kambipura
8771,Hennur Road
8772,Raja Rajeshwari Nagar
8773,Whitefield
8774,Sarjapur  Road
8775,Electronic City Phase II
8776,Mahadevpura
8777,Kenchenahalli
8778,Panathur
8779,Thanisandra
8780,Hennur Gardens
8781,Kadubeesanahalli
8782,Whitefield
8783,Whitefield
8784,Whitefield
8785,Kengeri
8786,Bisuvanahalli
8787,Marsur
8788,9th Phase JP Nagar
8789,Rajaji Nagar
8790,Doddabommasandra
8791,Thanisandra
8792,Kumara Park
8793,5th Phase JP Nagar
8794,7th Block Jayanagar
8795,Banashankari
8796,Sarjapur  Road
8797,Kodigehaali
8798,Kothanur
8799,Harlur
8800,Kamala Nagar
8801,7th Phase JP Nagar
8802,Electronic City
8803,Kalyan nagar
8804,8th Phase JP Nagar
8805,Kanakpura Road
8806,Devanahalli
8807,Electronic City
8808,Bhoganhalli
8809,Whitefield
8810,Ramakrishnappa Layout
8811,Kaggadasapura
8812,Domlur
8813,Bommasandra
8814,Whitefield
8815,Yelahanka New Town
8816,tc.palya
8817,Whitefield
8818,Doddathoguru
8819,Abbigere
8820,Chikkathoguru
8821,Chelekare
8822,Bande Nallasandra
8823,Haralur Road
8824,Kanakpura Road
8825,Sector 1 HSR Layout
8826,Rachenahalli
8827,Anandapura
8828,Whitefield
8829,Sarjapur  Road
8830,Sarjapur
8831,Kanakapura
8832,Kenchenahalli
8833,Hebbal Kempapura
8834,Bannerghatta Road
8835,Bhoganhalli
8836,6th Phase JP Nagar
8837,Thirumenahalli
8838,Kodichikkanahalli
8839,Talaghattapura
8840,Chikka Tirupathi
8841,Bisuvanahalli
8842,Electronic City
8843,Yeshwanthpur
8844,2nd Phase Judicial Layout
8845,Raghuvanahalli
8846,Hennur Road
8847,Anandapura
8848,Vasanthapura
8849,Whitefield
8850,Electronic City Phase II
8851,Abbigere
8852,Raja Rajeshwari Nagar
8853,HAL Layout
8854,Tumkur Road
8855,Channasandra
8856,Talaghattapura
8857,Upkar Layout
8858,Lingadheeranahalli
8859,Kengeri Satellite Town
8860,Banashankari Stage II
8861,Kenchenhalli
8862,Gubbalala
8863,Kengeri Satellite Town
8864,KR Puram
